INDICATOR_VALUE,TYPE,COMMENT,ROLE,ATTACK_PHASE,OBSERVED_DATE,HANDLING,DESCRIPTION
thecovid19support[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19scanner[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
iscoronavirusdefeatedyet[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19preventionofficecleaningnashville[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19positive[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
irecoveredcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19planb[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19score[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19play[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19protectio[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-questions[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
sfcovid19donations[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19pmoinabox[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
tacovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
tablet4covid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19pmoinabox[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
realtorcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
serodxcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
realhousewivescoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
realestatecovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19medapp[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
respondingtocovid19pandemic[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
targetcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
targetcovid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
targetcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
renoproscovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
severeacuterespiratorysyndromecoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19medicalmarketing[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
targetccoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-masque[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
sars-cov-2-covid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
target-covid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
tablet4coronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
ihadcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19memorialwall[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
target-covid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
faqcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
ihateucovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
geocoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
inhomecovid19test[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
igotovercovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19masksupplies[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19masksupplier[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
igotovercovid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19masksuppliers[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
ewcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
fasttrackcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19lossadjusters[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
iamacoronavirussurvivorof2020[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
iamacoronavirussurvivor[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
icarecovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19library[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
quickcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
factuallycovid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
factscovid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
fallinginlovewithcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
findcovid19supplies[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
howtopreventcovid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19livetrack[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19masksbio[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
quarantainecovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
evolucioncovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
findcovid-19supplies[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
quarantinecoronavirus2020[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
sharethecarecovid192020[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
escapecovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
selftestkitcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
psicologicoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
greatcoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19loanassistance[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
shilajitcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
pruebascoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
shcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusdirectory[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusmart[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusinfonetwork[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
howtobecoronavirusfree[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
greencovid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusdentistry[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
unitedagainstcoronavirus[.]org[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-gift[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
goodbyecovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
thecovid19virusmask[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
goodneighbourcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
guidetosurvivingcoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
endofcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
greencovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-hilfe[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
bn-covid[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19surplus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
pruebacovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-supply[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19target[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19target[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19swab[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19survivorstories[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19superyachts[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
segurocovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
fuckyoucovid19[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19personalinjury[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19pictures[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19supplychain[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
swarm-covid19[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-pcr[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
fandoms-against-covid[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19pcr[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19petpro[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
ibeatcovid19[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19symptomtracker[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
thecoronaviruscrisis[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
goawaycovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19plague[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
employedbycoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
medical-coronavirus-protection[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
emotionalsurvivorkitforcoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
newickcovid19[.]org[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
getcovid19compliantonline[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
getcovid19news[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
drugofcoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
giftcoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
globalcoronavirusupdates[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
getcovid19data[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
getcovid-19compliantonline[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
fthecoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
fuckthecoronavirus[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
fuckucovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
ealingcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
globalcovid19pandemic[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
generacioncovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
corona-viruscure[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruscharity[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusfaq[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusesmasks[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusbusinessinteruptionscheme[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusbusinessinteruptionloan[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusbed[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusclaimsassistance[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusbulkbuy[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
protection-of-covid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusandgrants[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
sba-coronavirusloans[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
notmycovid19[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
oldgouchercovid[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
sciencecovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19sos[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19virusmask[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
saveyourbusinessnowcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
officialcovid19testkit[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
officialcoronavirustestkit[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
preventingthecoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
prinzocovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
project-covid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19solicitor[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19lawyers[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19-test-kit[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
saveyourbusinesscovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
movementtodefeatcovid19[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
oscovid19ms[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19info[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
pallicovid[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19loans[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
permisocovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
ekaterinburg-coronavirus[.]ru,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
spb-coronavirus[.]ru,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
chelyabinsk-coronavirus[.]ru,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
letsdefeatcovid19[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
letterfromcovid19[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
mexicovid[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
leancovid[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
kindnessforcovid19[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
make4covid[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
it4coronavirus[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
iamacoronavirussurvivor[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
kickingcovid[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
hippacovid19compliant[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
hippacovid-19compliant[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
hackingcovid19[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
globalcoronavirussurvey[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
hackingcovid[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
hms-covid[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
getcovid-19compliantonline[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19hosting[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19handsanitiser[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
ehscovid19[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
hawaiicovid19initiative[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
faireundonpourlecoronavirus[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
goawaycovid[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
getcovid19compliantonline[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
knowingcovid19[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
generationaftercoronavirus[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
okccovid19help[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruscovid19diary[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
jaapgoudsmitaboutcoronavirus[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
okccoronavirushelp[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
mapacovid19[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusblog[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19facts[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
sbacovid19loan[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
dental-coronavirus-protection[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
cleancovid19[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-test-kit[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
test4covid[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
predictcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
privatecoronavirustest[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-info[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19stays[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
elycovid19[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19solicitor[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
blidworthrainworthcovid19[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
foodforcovid19[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
staysafecovid19[.]ru,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
doihavecovid-19[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
donateforcoronavirus[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
donarepercoronavirus[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
donaparaelcoronavirus[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19views[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusro[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19warrior[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19warriors[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
dopocoronavirus[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
italiacovid[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19world[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
testecoronavirus[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
dealingwithcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-response[.]live,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusandhomevalues[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19legalhelp[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19loans[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19md[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
dailycoronavirusupdate[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-loans[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusandrealestate[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusadjusters[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
dealimmediatedealingwithcoronavirusanxiety[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusanxietyhelp[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
beardsofcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
deafukcoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusadjuster[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
beardofcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
cancelcovid19[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
deadcoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19inform[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
baohiemcovid-19[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
calmcovid[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19essential[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19grantsuk[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19helpline[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19in[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19essential[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19doctor[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19guide[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19guidelines[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19dentistry[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19education[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus2019help[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus757[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19diyppe[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
denunciascovid19[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
demandascovid19[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
deadcoronavirusbounce[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
denunciascoronavirus[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus2020news[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
cfdvscovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
kredit-coronavirus[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusabout[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19graphs[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
cekcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19impacto[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-infos[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
demandacovid19[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19doco[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusaktuell[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
cienciacovid[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
buycovid19testkits[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
culturecovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
creativesvscovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
brasilxcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
buzet-covid[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
bb-coronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
battlecovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
bayareacoronavirusrelief[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
bitemecovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
creativityvscovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
bitemecovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus1200check[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus19tests[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus19testkits[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus19testkit[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
beyondthecoronavirus[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
beyondthecoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
bigdatacoronavirus[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
bharatcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
factcovid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
cardiovscovid[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
creativesvscovid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
cardio19vscovid19[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
cienciacovid19[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
computecovid[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
compute4covid[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
